sequenceID	locus_name	locus_numeric_id	record_id	organism	Species	Group	Class	Superorder	Order	host_family	host_genus	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	locus_structure	sequence_length
Taxidea_taxus_8366	ecv-circo.51-carnivora	51	1924	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML093118.1	+	8366	8734	Rep-consensus[Carnivore-endogenous-circovirus(+)]	369
Taxidea_taxus_57765	ecv-circo.51-carnivora	51	1930	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML108428.1	-	57765	58357	Rep-consensus[Carnivore-endogenous-circovirus(-)]	593
Taxidea_taxus_16407	ecv-circo.51-carnivora	51	1936	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML102857.1	-	16407	17172	Rep-consensus[Carnivore-endogenous-circovirus(-)]	766
Taxidea_taxus_1522	ecv-circo.51-carnivora	51	1997	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01102119.1	-	1522	1743	Rep[Porcine-circovirus-1(-)]	222
Taxidea_taxus_2	ecv-circo.51-carnivora	51	2024	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01084459.1	+	2	163	Rep[Columbid-circovirus(+)]	162
Taxidea_taxus_59900	ecv-circo.51-carnivora	51	2027	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML105078.1	-	59900	60667	Rep-consensus[Carnivore-endogenous-circovirus(-)]	768
Taxidea_taxus_153069	ecv-circo.51-carnivora	51	2036	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML108209.1	+	153069	153905	Rep-consensus[Carnivore-endogenous-circovirus(+)]	837
Taxidea_taxus_17077	ecv-circo.51-carnivora	51	2041	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01163041.1	-	17077	17741	Rep-consensus[Carnivore-endogenous-circovirus(-)]	665
Taxidea_taxus_59404	ecv-circo.51-carnivora	51	2054	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01122871.1	-	59404	59721	Rep[Beak-and-feather-disease-virus(-)]	318
Taxidea_taxus_38104	ecv-circo.51-carnivora	51	2063	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML101766.1	+	38104	38960	Rep-consensus[Carnivore-endogenous-circovirus(+)]	857
Taxidea_taxus_1462	ecv-circo.51-carnivora	51	2074	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01095818.1	-	1462	2184	Rep-consensus[Carnivore-endogenous-circovirus(-)]	723
Taxidea_taxus_4702	ecv-circo.51-carnivora	51	2077	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01136998.1	-	4702	5263	Rep-consensus[Carnivore-endogenous-circovirus(-)]	562
Taxidea_taxus_18660	ecv-circo.51-carnivora	51	2082	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML111425.1	+	18660	18950	replication-associated-protein[Circoviridae-14-LDMD-2013(+)]	291
Taxidea_taxus_15501	ecv-circo.51-carnivora	51	2100	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01146756.1	+	15501	16131	Rep-consensus[Carnivore-endogenous-circovirus(+)]	631
Taxidea_taxus_46265	ecv-circo.51-carnivora	51	2110	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01123386.1	-	46265	47017	Rep-consensus[Carnivore-endogenous-circovirus(-)]	753
Taxidea_taxus_15235	ecv-circo.51-carnivora	51	2144	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML103035.1	-	15235	15966	Rep-consensus[Carnivore-endogenous-circovirus(-)]	732
Taxidea_taxus_27409	ecv-circo.51-carnivora	51	2156	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML111770.1	+	27409	28187	Rep-consensus[Carnivore-endogenous-circovirus(+)]	779
Taxidea_taxus_1343	ecv-circo.51-carnivora	51	2205	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01010204.1	+	1343	2360	Rep-consensus[Carnivore-endogenous-circovirus(+)]	1018
Taxidea_taxus_64689	ecv-circo.51-carnivora	51	2220	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01001998.1	+	64689	65552	Rep-consensus[Carnivore-endogenous-circovirus(+)]	864
Taxidea_taxus_27	ecv-circo.51-carnivora	51	2231	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01170354.1	-	27	389	Rep-consensus[Carnivore-endogenous-circovirus(-)]	363
Taxidea_taxus_3240	ecv-circo.51-carnivora	51	2282	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML111108.1	+	3240	3999	Rep-consensus[Carnivore-endogenous-circovirus(+)]	760
Taxidea_taxus_3345	ecv-circo.51-carnivora	51	2295	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01129173.1	-	3345	4083	Rep-consensus[Carnivore-endogenous-circovirus(-)]	739
Taxidea_taxus_570	ecv-circo.51-carnivora	51	2296	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01055400.1	-	570	1314	Rep-consensus[Carnivore-endogenous-circovirus(-)]	745
Taxidea_taxus_32841	ecv-circo.51-carnivora	51	2306	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01041867.1	+	32841	33155	Rep-consensus[Carnivore-endogenous-circovirus(+)]	315
Taxidea_taxus_27	ecv-circo.51-carnivora	51	2317	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01170321.1	-	27	389	Rep-consensus[Carnivore-endogenous-circovirus(-)]	363
Taxidea_taxus_1740	ecv-circo.51-carnivora	51	2345	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01077716.1	-	1740	2327	Rep-consensus[Carnivore-endogenous-circovirus(-)]	588
Taxidea_taxus_15209	ecv-circo.51-carnivora	51	2347	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01135306.1	-	15209	15932	Rep-consensus[Carnivore-endogenous-circovirus(-)]	724
Taxidea_taxus_255494	ecv-circo.51-carnivora	51	2349	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML106113.1	+	255494	256267	Rep-consensus[Carnivore-endogenous-circovirus(+)]	774
Taxidea_taxus_26	ecv-circo.51-carnivora	51	2354	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML110124.1	-	26	782	Rep-consensus[Carnivore-endogenous-circovirus(-)]	757
Taxidea_taxus_27192	ecv-circo.51-carnivora	51	2386	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01130001.1	+	27192	27569	Rep[Anguilla-anguilla-circovirus(+)]	378
Taxidea_taxus_74869	ecv-circo.51-carnivora	51	2392	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML109257.1	+	74869	75574	Rep[Raven-circovirus(+)]	706
Taxidea_taxus_485	ecv-circo.51-carnivora	51	2402	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01013627.1	-	485	658	Rep[Cyclovirus-VN(-)]	174
Taxidea_taxus_6392	ecv-circo.51-carnivora	51	2421	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01101638.1	-	6392	6958	Rep-consensus[Carnivore-endogenous-circovirus(-)]	567
Taxidea_taxus_109057	ecv-circo.51-carnivora	51	2431	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML101853.1	-	109057	109385	Rep[Columbid-circovirus(-)]	329
Taxidea_taxus_68789	ecv-circo.51-carnivora	51	2453	Taxidea_taxus	Taxidea taxus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML101853.1	-	68789	69574	Rep-consensus[Carnivore-endogenous-circovirus(-)]	786
Odobenus_rosmarus_1841888	ecv-circo.51-carnivora	51	1362	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_4.fa	gi|469051398|ref|NW_004450292.1|	+	1841888	1842425	Rep-consensus[Carnivore-endogenous-circovirus(+)]	538
Odobenus_rosmarus_5992	ecv-circo.51-carnivora	51	1407	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_13.fa	gi|469050183|ref|NW_004450460.1|	-	5992	7024	Rep-consensus[Carnivore-endogenous-circovirus(-)]	1033
Odobenus_rosmarus_1126620	ecv-circo.51-carnivora	51	1413	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_25.fa	gi|469047786|ref|NW_004450890.1|	+	1126620	1127155	Rep-consensus[Carnivore-endogenous-circovirus(+)]	536
Odobenus_rosmarus_23422	ecv-circo.51-carnivora	51	1492	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_29.fa	gi|469046151|ref|NW_004451232.1|	-	23422	24170	Rep-consensus[Carnivore-endogenous-circovirus(-)]	749
Odobenus_rosmarus_11949	ecv-circo.51-carnivora	51	1513	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_27.fa	gi|469046941|ref|NW_004451065.1|	-	11949	12853	Rep-consensus[Carnivore-endogenous-circovirus(-)]	905
Odobenus_rosmarus_2508621	ecv-circo.51-carnivora	51	1566	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_13.fa	gi|469050224|ref|NW_004450452.1|	+	2508621	2509066	Rep-consensus[Carnivore-endogenous-circovirus(+)]	446
Odobenus_rosmarus_508809	ecv-circo.51-carnivora	51	1616	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_27.fa	gi|469046897|ref|NW_004451073.1|	-	508809	509800	Rep-consensus[Carnivore-endogenous-circovirus(-)]	992
Odobenus_rosmarus_12978527	ecv-circo.51-carnivora	51	1645	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_1.fa	gi|469051676|ref|NW_004450264.1|	-	12978527	12978733	Rep-consensus[Carnivore-endogenous-circovirus(-)]	207
Odobenus_rosmarus_699563	ecv-circo.51-carnivora	51	1646	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_28.fa	gi|469046799|ref|NW_004451093.1|	-	699563	700027	Rep-consensus[Carnivore-endogenous-circovirus(-)]	465
Odobenus_rosmarus_151809	ecv-circo.51-carnivora	51	1724	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_17.fa	gi|469049735|ref|NW_004450546.1|	-	151809	152862	Rep-consensus[Carnivore-endogenous-circovirus(-)]	1054
Odobenus_rosmarus_2	ecv-circo.51-carnivora	51	1734	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_14.fa	gi|469050094|ref|NW_004450479.1|	-	2	310	Rep[Starling-circovirus(-)]	309
Odobenus_rosmarus_505717	ecv-circo.51-carnivora	51	1839	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_27.fa	gi|469046897|ref|NW_004451073.1|	-	505717	506166	Rep-consensus[Carnivore-endogenous-circovirus(-)]	450
Odobenus_rosmarus_23753	ecv-circo.51-carnivora	51	2215	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_29.fa	gi|469046314|ref|NW_004451196.1|	+	23753	24565	Rep-consensus[Carnivore-endogenous-circovirus(+)]	813
Odobenus_rosmarus_2511145	ecv-circo.51-carnivora	51	2277	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_13.fa	gi|469050224|ref|NW_004450452.1|	+	2511145	2511519	Rep-consensus[Carnivore-endogenous-circovirus(+)]	375
Odobenus_rosmarus_79693	ecv-circo.51-carnivora	51	2323	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_31.fa	gi|469045220|ref|NW_004451470.1|	-	79693	80468	Rep-consensus[Carnivore-endogenous-circovirus(-)]	776
Odobenus_rosmarus_66415	ecv-circo.51-carnivora	51	2381	Odobenus_rosmarus	Odobenus rosmarus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_31.fa	gi|469045397|ref|NW_004451424.1|	+	66415	66663	Rep[Starling-circovirus(+)]	249
Arctocephalus_gazella_3199423	ecv-circo.51-carnivora	51	1363	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000214.1	+	3199423	3199981	Rep-consensus[Carnivore-endogenous-circovirus(+)]	559
Arctocephalus_gazella_3130748	ecv-circo.51-carnivora	51	1377	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000101.1	+	3130748	3131771	Rep-consensus[Carnivore-endogenous-circovirus(+)]	1024
Arctocephalus_gazella_6157334	ecv-circo.51-carnivora	51	1436	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000005.1	-	6157334	6157654	Rep[Silurus-glanis-circovirus(-)]	321
Arctocephalus_gazella_6145515	ecv-circo.51-carnivora	51	1526	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000005.1	-	6145515	6145960	Rep[Cyclovirus-PKgoat11-PAK-2009(-)]	446
Arctocephalus_gazella_6149536	ecv-circo.51-carnivora	51	1677	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000005.1	-	6149536	6150294	Rep-consensus[Carnivore-endogenous-circovirus(-)]	759
Arctocephalus_gazella_400348	ecv-circo.51-carnivora	51	1723	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000387.1	-	400348	400896	Rep-consensus[Carnivore-endogenous-circovirus(-)]	549
Arctocephalus_gazella_5349433	ecv-circo.51-carnivora	51	1891	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000038.1	+	5349433	5350274	Rep-consensus[Carnivore-endogenous-circovirus(+)]	842
Arctocephalus_gazella_2661386	ecv-circo.51-carnivora	51	1954	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000215.1	-	2661386	2661850	Rep-consensus[Carnivore-endogenous-circovirus(-)]	465
Arctocephalus_gazella_1674670	ecv-circo.51-carnivora	51	2075	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000380.1	-	1674670	1676962	Rep[Raven-circovirus(-)]	2293
Arctocephalus_gazella_6441858	ecv-circo.51-carnivora	51	2281	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000098.1	+	6441858	6442384	Rep-consensus[Carnivore-endogenous-circovirus(+)]	527
Arctocephalus_gazella_660993	ecv-circo.51-carnivora	51	2450	Arctocephalus_gazella	Arctocephalus gazella	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Arctocephalus	low_coverage	ArcGazv1.4	GCA_900500725.1_ArcGazv1.4_genomic.fna	UIRR01000535.1	+	660993	661695	Rep-consensus[Carnivore-endogenous-circovirus(+)]	703
Callorhinus_ursinus_6853	ecv-circo.51-carnivora	51	1309	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	QLOG01048524.1	-	6853	7299	Rep[Raven-circovirus(-)]	447
Callorhinus_ursinus_4419	ecv-circo.51-carnivora	51	1310	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	QLOG01052607.1	-	4419	6709	Rep-consensus[Carnivore-endogenous-circovirus(-)]	2291
Callorhinus_ursinus_7011	ecv-circo.51-carnivora	51	1336	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	KZ836494.1	-	7011	7334	Rep[Porcine-circovirus-1(-)]	324
Callorhinus_ursinus_17364	ecv-circo.51-carnivora	51	1343	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	QLOG01051929.1	+	17364	18197	Rep[Silurus-glanis-circovirus(+)]	834
Callorhinus_ursinus_229	ecv-circo.51-carnivora	51	1344	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	QLOG01032182.1	+	229	2750	Rep[Anguilla-anguilla-circovirus(+)]-Rep-consensus[Carnivore-endogenous-circovirus(+)]	2522
Callorhinus_ursinus_6957	ecv-circo.51-carnivora	51	1357	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	KZ838688.1	+	6957	7478	Rep-consensus[Carnivore-endogenous-circovirus(+)]	522
Callorhinus_ursinus_9445	ecv-circo.51-carnivora	51	1395	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	KZ836533.1	-	9445	10293	Rep-consensus[Carnivore-endogenous-circovirus(-)]	849
Callorhinus_ursinus_747	ecv-circo.51-carnivora	51	1398	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	QLOG01049481.1	+	747	1136	Rep-consensus[Carnivore-endogenous-circovirus(+)]	390
Callorhinus_ursinus_29	ecv-circo.51-carnivora	51	1449	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	QLOG01042329.1	-	29	416	Rep[Silurus-glanis-circovirus(-)]	388
Callorhinus_ursinus_17364	ecv-circo.51-carnivora	51	1467	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	QLOG01051931.1	+	17364	18197	Rep[Silurus-glanis-circovirus(+)]	834
Callorhinus_ursinus_1358	ecv-circo.51-carnivora	51	1495	Callorhinus_ursinus	Callorhinus ursinus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Otariidae	Callorhinus	low_coverage	ASM326570v1	GCA_003265705.1_ASM326570v1_genomic.fna	QLOG01039861.1	-	1358	1687	Rep-consensus[Carnivore-endogenous-circovirus(-)]	330
