taxon	sequenceID	name	genus	scaffold	host_species	host_genus	host_family	host_order
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_27192	Taxidea_taxus_27192	Taxidea_taxus_27192	Circovirus	RCUC01130001.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_27409	Taxidea_taxus_27409	Taxidea_taxus_27409	Circovirus	ML111770.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_2950	Taxidea_taxus_2950	Taxidea_taxus_2950	Circovirus	ML104812.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_3240	Taxidea_taxus_3240	Taxidea_taxus_3240	Circovirus	ML111108.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_32841	Taxidea_taxus_32841	Taxidea_taxus_32841	Circovirus	RCUC01041867.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_3345	Taxidea_taxus_3345	Taxidea_taxus_3345	Circovirus	RCUC01129173.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_38104	Taxidea_taxus_38104	Taxidea_taxus_38104	Circovirus	ML101766.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_46265	Taxidea_taxus_46265	Taxidea_taxus_46265	Circovirus	RCUC01123386.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_4702	Taxidea_taxus_4702	Taxidea_taxus_4702	Circovirus	RCUC01136998.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_485	Taxidea_taxus_485	Taxidea_taxus_485	Circovirus	RCUC01013627.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_53793	Taxidea_taxus_53793	Taxidea_taxus_53793	Circovirus	ML111005.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_570	Taxidea_taxus_570	Taxidea_taxus_570	Circovirus	RCUC01055400.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_57765	Taxidea_taxus_57765	Taxidea_taxus_57765	Circovirus	ML108428.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_59404	Taxidea_taxus_59404	Taxidea_taxus_59404	Circovirus	RCUC01122871.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_59900	Taxidea_taxus_59900	Taxidea_taxus_59900	Circovirus	ML105078.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_6392	Taxidea_taxus_6392	Taxidea_taxus_6392	Circovirus	RCUC01101638.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_64689	Taxidea_taxus_64689	Taxidea_taxus_64689	Circovirus	RCUC01001998.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_68789	Taxidea_taxus_68789	Taxidea_taxus_68789	Circovirus	ML101853.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_7435	Taxidea_taxus_7435	Taxidea_taxus_7435	Circovirus	RCUC01107199.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_74625	Taxidea_taxus_74625	Taxidea_taxus_74625	Circovirus	RCUC01149526.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_74869	Taxidea_taxus_74869	Taxidea_taxus_74869	Circovirus	ML109257.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_7871	Taxidea_taxus_7871	Taxidea_taxus_7871	Circovirus	ML112057.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Taxidea_taxus_8366	Taxidea_taxus_8366	Taxidea_taxus_8366	Circovirus	ML093118.1	Taxidea_taxus	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_117796	Ursus_americanus_117796	Ursus_americanus_117796	Circovirus	LZNR01008442.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_11901	Ursus_americanus_11901	Ursus_americanus_11901	Circovirus	LZNR01024808.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_124788	Ursus_americanus_124788	Ursus_americanus_124788	Circovirus	LZNR01005177.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_172390	Ursus_americanus_172390	Ursus_americanus_172390	Circovirus	LZNR01005263.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_185493	Ursus_americanus_185493	Ursus_americanus_185493	Circovirus	LZNR01006512.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_2396	Ursus_americanus_2396	Ursus_americanus_2396	Circovirus	LZNR01062453.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_26	Ursus_americanus_26	Ursus_americanus_26	Circovirus	LZNR01032763.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_3234	Ursus_americanus_3234	Ursus_americanus_3234	Circovirus	LZNR01004816.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_36270	Ursus_americanus_36270	Ursus_americanus_36270	Circovirus	LZNR01000537.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_61965	Ursus_americanus_61965	Ursus_americanus_61965	Circovirus	LZNR01006857.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_7723	Ursus_americanus_7723	Ursus_americanus_7723	Circovirus	LZNR01006701.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_85093	Ursus_americanus_85093	Ursus_americanus_85093	Circovirus	LZNR01006748.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_americanus_9982	Ursus_americanus_9982	Ursus_americanus_9982	Circovirus	LZNR01031976.1	Ursus_americanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_10640294	Ursus_arctos_horribilis_10640294	Ursus_arctos_horribilis_10640294	Circovirus	NW_020656181.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_14958580	Ursus_arctos_horribilis_14958580	Ursus_arctos_horribilis_14958580	Circovirus	NW_020656144.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_1554450	Ursus_arctos_horribilis_1554450	Ursus_arctos_horribilis_1554450	Circovirus	NW_020656233.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_16541	Ursus_arctos_horribilis_16541	Ursus_arctos_horribilis_16541	Circovirus	NW_020656178.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_2651328	Ursus_arctos_horribilis_2651328	Ursus_arctos_horribilis_2651328	Circovirus	NW_020656201.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_33344720	Ursus_arctos_horribilis_33344720	Ursus_arctos_horribilis_33344720	Circovirus	NW_020656123.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_45158335	Ursus_arctos_horribilis_45158335	Ursus_arctos_horribilis_45158335	Circovirus	NW_020656132.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_5846	Ursus_arctos_horribilis_5846	Ursus_arctos_horribilis_5846	Circovirus	NW_020656275.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_8508074	Ursus_arctos_horribilis_8508074	Ursus_arctos_horribilis_8508074	Circovirus	NW_020656188.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_arctos_horribilis_9202300	Ursus_arctos_horribilis_9202300	Ursus_arctos_horribilis_9202300	Circovirus	NW_020656122.1	Ursus_arctos_horribilis	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_maritimus_12710	Ursus_maritimus_12710	Ursus_maritimus_12710	Circovirus	gi|666359748|ref|NW_007907092.1|	Ursus_maritimus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_maritimus_14501	Ursus_maritimus_14501	Ursus_maritimus_14501	Circovirus	gi|666359788|ref|NW_007907052.1|	Ursus_maritimus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_maritimus_16054	Ursus_maritimus_16054	Ursus_maritimus_16054	Circovirus	gi|666359632|ref|NW_007907207.1|	Ursus_maritimus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_maritimus_16994319	Ursus_maritimus_16994319	Ursus_maritimus_16994319	Circovirus	gi|666359784|ref|NW_007907056.1|	Ursus_maritimus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_maritimus_2575819	Ursus_maritimus_2575819	Ursus_maritimus_2575819	Circovirus	gi|666359689|ref|NW_007907151.1|	Ursus_maritimus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_maritimus_4182	Ursus_maritimus_4182	Ursus_maritimus_4182	Circovirus	gi|666359579|ref|NW_007907260.1|	Ursus_maritimus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_maritimus_43717048	Ursus_maritimus_43717048	Ursus_maritimus_43717048	Circovirus	gi|666359660|ref|NW_007907179.1|	Ursus_maritimus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_maritimus_9197288	Ursus_maritimus_9197288	Ursus_maritimus_9197288	Circovirus	gi|666359624|ref|NW_007907215.1|	Ursus_maritimus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_11423043	Ursus_thibetanus_thibetanus_11423043	Ursus_thibetanus_thibetanus_11423043	Circovirus	WEIE01000064.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_1466	Ursus_thibetanus_thibetanus_1466	Ursus_thibetanus_thibetanus_1466	Circovirus	WEIE01007603.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_19689344	Ursus_thibetanus_thibetanus_19689344	Ursus_thibetanus_thibetanus_19689344	Circovirus	WEIE01000003.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_2632988	Ursus_thibetanus_thibetanus_2632988	Ursus_thibetanus_thibetanus_2632988	Circovirus	WEIE01000039.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_2930	Ursus_thibetanus_thibetanus_2930	Ursus_thibetanus_thibetanus_2930	Circovirus	WEIE01000001.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_2984893	Ursus_thibetanus_thibetanus_2984893	Ursus_thibetanus_thibetanus_2984893	Circovirus	WEIE01000016.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_3105	Ursus_thibetanus_thibetanus_3105	Ursus_thibetanus_thibetanus_3105	Circovirus	WEIE01005156.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_50032938	Ursus_thibetanus_thibetanus_50032938	Ursus_thibetanus_thibetanus_50032938	Circovirus	WEIE01000005.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_6234724	Ursus_thibetanus_thibetanus_6234724	Ursus_thibetanus_thibetanus_6234724	Circovirus	WEIE01000095.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_6478300	Ursus_thibetanus_thibetanus_6478300	Ursus_thibetanus_thibetanus_6478300	Circovirus	WEIE01000091.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Ursus_thibetanus_thibetanus_9102472	Ursus_thibetanus_thibetanus_9102472	Ursus_thibetanus_thibetanus_9102472	Circovirus	WEIE01000076.1	Ursus_thibetanus_thibetanus	-	Ursidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Vulpes_lagopus_18793	Vulpes_lagopus_18793	Vulpes_lagopus_18793	Circovirus	PISU010019785.1	Vulpes_lagopus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Vulpes_lagopus_31411	Vulpes_lagopus_31411	Vulpes_lagopus_31411	Circovirus	PISU010014813.1	Vulpes_lagopus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Vulpes_lagopus_34029	Vulpes_lagopus_34029	Vulpes_lagopus_34029	Circovirus	PISU010015643.1	Vulpes_lagopus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Vulpes_lagopus_40310	Vulpes_lagopus_40310	Vulpes_lagopus_40310	Circovirus	PISU010015053.1	Vulpes_lagopus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Vulpes_lagopus_6649	Vulpes_lagopus_6649	Vulpes_lagopus_6649	Circovirus	PISU010014780.1	Vulpes_lagopus	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Vulpes_vulpes_1137620	Vulpes_vulpes_1137620	Vulpes_vulpes_1137620	Circovirus	NBDQ01000017.1	Vulpes_vulpes	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Vulpes_vulpes_168013	Vulpes_vulpes_168013	Vulpes_vulpes_168013	Circovirus	NBDQ01000322.1	Vulpes_vulpes	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Vulpes_vulpes_17300262	Vulpes_vulpes_17300262	Vulpes_vulpes_17300262	Circovirus	NBDQ01000015.1	Vulpes_vulpes	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Vulpes_vulpes_872205	Vulpes_vulpes_872205	Vulpes_vulpes_872205	Circovirus	NBDQ01000070.1	Vulpes_vulpes	-	Canidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_102255966	Zalophus_californianus_102255966	Zalophus_californianus_102255966	Circovirus	NW_020879070.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_105268679	Zalophus_californianus_105268679	Zalophus_californianus_105268679	Circovirus	NW_020876465.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_111934303	Zalophus_californianus_111934303	Zalophus_californianus_111934303	Circovirus	NW_020879070.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_1163417	Zalophus_californianus_1163417	Zalophus_californianus_1163417	Circovirus	NW_020879070.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_13065	Zalophus_californianus_13065	Zalophus_californianus_13065	Circovirus	NW_020874612.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_14172814	Zalophus_californianus_14172814	Zalophus_californianus_14172814	Circovirus	NW_020876041.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_1419	Zalophus_californianus_1419	Zalophus_californianus_1419	Circovirus	NW_020875204.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_1532	Zalophus_californianus_1532	Zalophus_californianus_1532	Circovirus	NW_020875711.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_1648	Zalophus_californianus_1648	Zalophus_californianus_1648	Circovirus	NW_020875873.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_1671	Zalophus_californianus_1671	Zalophus_californianus_1671	Circovirus	NW_020874886.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_1845	Zalophus_californianus_1845	Zalophus_californianus_1845	Circovirus	NW_020874518.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_189	Zalophus_californianus_189	Zalophus_californianus_189	Circovirus	NW_020880378.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_192857691	Zalophus_californianus_192857691	Zalophus_californianus_192857691	Circovirus	NW_020884869.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_1961	Zalophus_californianus_1961	Zalophus_californianus_1961	Circovirus	NW_020874692.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_2024	Zalophus_californianus_2024	Zalophus_californianus_2024	Circovirus	NW_020875342.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_2195	Zalophus_californianus_2195	Zalophus_californianus_2195	Circovirus	NW_020884870.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_24221169	Zalophus_californianus_24221169	Zalophus_californianus_24221169	Circovirus	NW_020876041.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_24290362	Zalophus_californianus_24290362	Zalophus_californianus_24290362	Circovirus	NW_020876041.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_24292907	Zalophus_californianus_24292907	Zalophus_californianus_24292907	Circovirus	NW_020876041.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_49012814	Zalophus_californianus_49012814	Zalophus_californianus_49012814	Circovirus	NW_020874544.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_5104	Zalophus_californianus_5104	Zalophus_californianus_5104	Circovirus	NW_020876465.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_591	Zalophus_californianus_591	Zalophus_californianus_591	Circovirus	NW_020879885.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_59271689	Zalophus_californianus_59271689	Zalophus_californianus_59271689	Circovirus	NW_020874921.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_59704136	Zalophus_californianus_59704136	Zalophus_californianus_59704136	Circovirus	NW_020875730.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_660	Zalophus_californianus_660	Zalophus_californianus_660	Circovirus	NW_020879898.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_6848	Zalophus_californianus_6848	Zalophus_californianus_6848	Circovirus	NW_020875730.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_69071317	Zalophus_californianus_69071317	Zalophus_californianus_69071317	Circovirus	NW_020874464.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_742	Zalophus_californianus_742	Zalophus_californianus_742	Circovirus	NW_020875415.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_8635	Zalophus_californianus_8635	Zalophus_californianus_8635	Circovirus	NW_020874565.1	Zalophus_californianus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Zalophus_californianus_86886706	Zalophus_californianus_86886706	Zalophus_californianus_86886706	Circovirus	NW_020874462.1	Zalophus_californianus	-	Otariidae	Carnivora
